"id_turma";"codigo_turma";"id_docente_interno";"id_docente_externo";"observacao";"id_componente_curricular";"nivel_ensino";"campus_turma";"local";"ano";"periodo";"data_inicio";"data_fim";"descricao_horario";"total_solicitacoes";"capacidade_aluno";"tipo";"distancia";"data_consolidacao";"agrupadora";"id_turma_agrupadora";"qtd_aulas_lancadas";"situacao_turma";"convenio";"modalidade_participantes"
"57502953";"01";"24073";"";"";"38599";"STRICTO SENSU";"";"Disciplina de Radiologia";"2009";"1";"2009-03-16";"2009-06-30";"3T34";"";"8";"REGULAR";"f";"2009-09-03 10:07:31.283";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57502953";"01";"64138";"";"";"38599";"STRICTO SENSU";"";"Disciplina de Radiologia";"2009";"1";"2009-03-16";"2009-06-30";"3T34";"";"8";"REGULAR";"f";"2009-09-03 10:07:31.283";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57502953";"01";"24072";"";"";"38599";"STRICTO SENSU";"";"Disciplina de Radiologia";"2009";"1";"2009-03-16";"2009-06-30";"3T34";"";"8";"REGULAR";"f";"2009-09-03 10:07:31.283";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57503756";"01";"21450";"";"";"2037812";"LATO SENSU";"";"SETOR I - SALA F1";"2009";"1";"2009-02-07";"2009-02-14";"7M2345  7T3456";"";"60";"REGULAR";"f";"2009-12-16 15:08:12.624";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57503757";"01";"18182";"";"";"2037813";"LATO SENSU";"";"SETOR I - SALA F1";"2009";"1";"2009-03-07";"2009-03-14";"7M2345  7T3456";"";"60";"REGULAR";"f";"2009-04-06 15:10:08.623";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57503762";"01";"21929";"";"";"2037815";"LATO SENSU";"";"SETOR I - SALA F1";"2009";"1";"2009-03-21";"2009-03-28";"7M2345  7T3456";"";"60";"REGULAR";"f";"";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57503764";"01";"18182";"";"";"2037820";"LATO SENSU";"";"SETORES VÁRIOS E SALA FI SETOR I";"2009";"1";"2009-04-01";"2009-06-30";"7M2345  7T3456  35N1234";"";"120";"REGULAR";"f";"2009-10-20 21:24:22.881";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57506753";"01";"22789";"";"";"2037824";"LATO SENSU";"";"SALA 19 DEART";"2009";"1";"2009-07-06";"2009-07-14";"7M2345  23456N1234";"";"50";"REGULAR";"f";"2009-11-06 09:22:51.558";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57506754";"01";"19159";"";"";"2037826";"LATO SENSU";"";"SALA 19 DEART";"2009";"1";"2009-03-23";"2009-03-31";"7M2345  23456N1234";"";"30";"REGULAR";"f";"2009-10-22 11:25:11.104";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57506755";"01";"23029";"";"";"2037831";"LATO SENSU";"";"SALA 18 E 21 DEART ";"2009";"1";"2009-03-23";"2009-03-31";"7M2345  23456N1234";"";"20";"REGULAR";"f";"2009-12-21 08:57:39.101";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57506756";"01";"";"6181893";"";"2037827";"LATO SENSU";"";"SALA 05 DEART";"2009";"1";"2009-03-23";"2009-03-31";"7M2345  23456N1234";"";"20";"REGULAR";"f";"2009-11-29 11:49:01.821";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57506757";"01";"23029";"";"";"2037828";"LATO SENSU";"";"SALA 09 TEATRO DEART";"2009";"1";"2009-03-23";"2009-03-31";"7M2345  23456N1234";"";"20";"REGULAR";"f";"2010-01-07 09:22:17.238";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57506758";"01";"18429";"";"";"2037829";"LATO SENSU";"";"SALA 19 DEART";"2009";"1";"2009-04-20";"2009-04-29";"7M2345  23456N1234";"";"30";"REGULAR";"f";"2009-07-14 15:41:42.073";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57506759";"01";"23029";"";"";"2037830";"LATO SENSU";"";"SALA 18 DEART";"2009";"1";"2009-04-20";"2009-04-29";"7M2345  23456N1234";"";"20";"REGULAR";"f";"2009-12-21 08:56:40.527";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57506760";"01";"23029";"";"";"2037832";"LATO SENSU";"";"SALA 18 DEART";"2009";"1";"2009-04-20";"2009-04-29";"7M2345  23456N1234";"";"20";"REGULAR";"f";"2010-01-07 09:23:24.622";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57506761";"01";"22946";"";"";"2037838";"LATO SENSU";"";"SALA 19 DEART";"2009";"1";"2009-06-15";"2009-07-29";"7M2345  23456N1234";"";"50";"REGULAR";"f";"2009-10-23 07:29:01.058";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57506763";"01";"";"6181894";"";"2037834";"LATO SENSU";"";"SALA 19 DEART";"2009";"1";"2009-06-01";"2009-06-10";"7M2345  23456N1234";"";"20";"REGULAR";"f";"2009-11-12 09:00:39.08";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57506764";"01";"23144";"";"";"2037835";"LATO SENSU";"";"SALA 18 DEART";"2009";"1";"2009-06-01";"2009-06-10";"7M2345  23456N1234";"";"10";"REGULAR";"f";"2009-08-22 22:42:21.768";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57506765";"01";"34240";"";"";"2037837";"LATO SENSU";"";"SALA 04 E 05 DEART ";"2009";"1";"2009-06-01";"2009-06-10";"7M2345  23456N1234";"";"20";"REGULAR";"f";"2009-09-01 14:36:24.815";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57506766";"01";"23144";"";"";"2037836";"LATO SENSU";"";"SALA 09 TEATRO DEART";"2009";"1";"2009-06-01";"2009-06-10";"7M2345  23456N1234";"";"10";"REGULAR";"f";"2009-08-22 22:43:25.45";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57506856";"01";"5752677";"";"";"2038104";"LATO SENSU";"";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"2009";"1";"2009-10-26";"2009-10-31";"7M2345  23456N1234";"";"50";"REGULAR";"f";"2009-11-18 12:05:33.744";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57506857";"01";"17961";"";"";"2038108";"LATO SENSU";"";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"2009";"1";"2009-03-16";"2009-11-14";"7M2345  23456N1234";"";"50";"REGULAR";"f";"2009-11-30 15:35:06.518";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57506857";"01";"23144";"";"";"2038108";"LATO SENSU";"";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"2009";"1";"2009-03-16";"2009-11-14";"7M2345  23456N1234";"";"50";"REGULAR";"f";"2009-11-30 15:35:06.518";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57506858";"01";"5752281";"";"";"2038105";"LATO SENSU";"";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"2009";"1";"2009-04-13";"2009-05-23";"7M2345  23456N1234";"";"50";"REGULAR";"f";"2009-10-28 11:50:54.326";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57506858";"01";"5752251";"";"";"2038105";"LATO SENSU";"";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"2009";"1";"2009-04-13";"2009-05-23";"7M2345  23456N1234";"";"50";"REGULAR";"f";"2009-10-28 11:50:54.326";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57506859";"01";"22992";"";"";"2038106";"LATO SENSU";"";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"2009";"1";"2009-06-15";"2009-07-18";"7M2345  23456N1234";"";"50";"REGULAR";"f";"2009-08-26 21:52:41.477";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507900";"01";"17897";"";"";"27004";"GRADUAÇÃO";"Campus Central";"DOL - SALA 02";"2009";"1";"2009-02-16";"2009-07-09";"35M234";"42";"41";"REGULAR";"f";"2009-07-15 11:30:08.467";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507900";"01";"17728";"";"";"27004";"GRADUAÇÃO";"Campus Central";"DOL - SALA 02";"2009";"1";"2009-02-16";"2009-07-09";"35M234";"42";"41";"REGULAR";"f";"2009-07-15 11:30:08.467";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507900";"01";"18226";"";"";"27004";"GRADUAÇÃO";"Campus Central";"DOL - SALA 02";"2009";"1";"2009-02-16";"2009-07-09";"35M234";"42";"41";"REGULAR";"f";"2009-07-15 11:30:08.467";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507901";"01";"17897";"";"";"27026";"GRADUAÇÃO";"Campus Central";"DOL - SALA 02";"2009";"1";"2009-02-16";"2009-07-09";"26M23";"";"40";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial"
"57507901";"01";"18224";"";"";"27026";"GRADUAÇÃO";"Campus Central";"DOL - SALA 02";"2009";"1";"2009-02-16";"2009-07-09";"26M23";"";"40";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial"
"57507901";"01";"18109";"";"";"27026";"GRADUAÇÃO";"Campus Central";"DOL - SALA 02";"2009";"1";"2009-02-16";"2009-07-09";"26M23";"";"40";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial"
"57507902";"01";"5751829";"";"";"27007";"GRADUAÇÃO";"Campus Central";"DOL - SALA 02";"2009";"1";"2009-02-16";"2009-07-09";"26M45";"";"40";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial"
"57507903";"01";"19198";"";"";"27011";"GRADUAÇÃO";"Campus Central";"DOL - SALA 02";"2009";"1";"2009-02-16";"2009-07-09";"4M123";"26";"40";"REGULAR";"f";"2009-07-16 08:40:45.492";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507904";"01";"19198";"";"";"21888";"GRADUAÇÃO";"Campus Central";"DOL - SALA 02";"2009";"1";"2009-02-16";"2009-07-09";"2T123";"18";"40";"REGULAR";"f";"2009-07-15 12:24:11.907";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507905";"01";"25987";"";"";"27001";"GRADUAÇÃO";"Campus Central";"DOL - SALA 02";"2009";"1";"2009-02-16";"2009-07-09";"4T1234";"20";"40";"REGULAR";"f";"2009-06-24 15:08:46.557";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507950";"01";"18037";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"";"14";"17";"REGULAR";"f";"2009-05-12 08:55:59.46";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507950";"01";"5751750";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"";"14";"17";"REGULAR";"f";"2009-05-12 08:55:59.46";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507950";"01";"26225";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"";"14";"17";"REGULAR";"f";"2009-05-12 08:55:59.46";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507950";"01";"22061";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"";"14";"17";"REGULAR";"f";"2009-05-12 08:55:59.46";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507950";"01";"5752190";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"";"14";"17";"REGULAR";"f";"2009-05-12 08:55:59.46";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507950";"01";"25942";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"";"14";"17";"REGULAR";"f";"2009-05-12 08:55:59.46";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507950";"01";"26598";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"";"14";"17";"REGULAR";"f";"2009-05-12 08:55:59.46";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507950";"01";"23056";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"";"14";"17";"REGULAR";"f";"2009-05-12 08:55:59.46";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507950";"01";"5752227";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"";"14";"17";"REGULAR";"f";"2009-05-12 08:55:59.46";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507951";"02";"5752227";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL - 5º SUBSOLO";"2009";"1";"2009-02-16";"2009-07-09";"";"15";"17";"REGULAR";"f";"2009-07-16 13:02:11.516";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507951";"02";"23056";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL - 5º SUBSOLO";"2009";"1";"2009-02-16";"2009-07-09";"";"15";"17";"REGULAR";"f";"2009-07-16 13:02:11.516";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507951";"02";"5752190";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL - 5º SUBSOLO";"2009";"1";"2009-02-16";"2009-07-09";"";"15";"17";"REGULAR";"f";"2009-07-16 13:02:11.516";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507951";"02";"26598";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL - 5º SUBSOLO";"2009";"1";"2009-02-16";"2009-07-09";"";"15";"17";"REGULAR";"f";"2009-07-16 13:02:11.516";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507951";"02";"5751750";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL - 5º SUBSOLO";"2009";"1";"2009-02-16";"2009-07-09";"";"15";"17";"REGULAR";"f";"2009-07-16 13:02:11.516";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507951";"02";"25942";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL - 5º SUBSOLO";"2009";"1";"2009-02-16";"2009-07-09";"";"15";"17";"REGULAR";"f";"2009-07-16 13:02:11.516";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507951";"02";"22061";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL - 5º SUBSOLO";"2009";"1";"2009-02-16";"2009-07-09";"";"15";"17";"REGULAR";"f";"2009-07-16 13:02:11.516";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507951";"02";"18037";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL - 5º SUBSOLO";"2009";"1";"2009-02-16";"2009-07-09";"";"15";"17";"REGULAR";"f";"2009-07-16 13:02:11.516";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507952";"03";"5751750";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"";"16";"16";"REGULAR";"f";"2009-07-16 14:30:17.003";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507952";"03";"25942";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"";"16";"16";"REGULAR";"f";"2009-07-16 14:30:17.003";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507952";"03";"5752227";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"";"16";"16";"REGULAR";"f";"2009-07-16 14:30:17.003";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507952";"03";"23056";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"";"16";"16";"REGULAR";"f";"2009-07-16 14:30:17.003";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507952";"03";"18037";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"";"16";"16";"REGULAR";"f";"2009-07-16 14:30:17.003";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507952";"03";"26225";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"";"16";"16";"REGULAR";"f";"2009-07-16 14:30:17.003";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507952";"03";"5752190";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"";"16";"16";"REGULAR";"f";"2009-07-16 14:30:17.003";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507952";"03";"26598";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"";"16";"16";"REGULAR";"f";"2009-07-16 14:30:17.003";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507952";"03";"22061";"";"";"23806";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"";"16";"16";"REGULAR";"f";"2009-07-16 14:30:17.003";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507954";"01";"5752400";"";"";"24761";"GRADUAÇÃO";"Campus Central";"IE2";"2009";"1";"2009-02-16";"2009-07-09";"35M12";"63";"54";"REGULAR";"f";"2009-07-13 17:03:17.39";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507957";"02";"5751921";"";"";"24761";"GRADUAÇÃO";"Campus Central";"IE3";"2009";"1";"2009-02-16";"2009-07-09";"2N12 4N34";"47";"47";"REGULAR";"f";"2009-07-09 11:15:46.808";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507959";"03";"5752211";"";"";"24761";"GRADUAÇÃO";"Campus Central";"IVF2";"2009";"1";"2009-02-16";"2009-07-09";"35N12";"30";"27";"REGULAR";"f";"2009-07-09 11:08:51.354";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507960";"01";"37281";"";"";"23661";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"235M12 4M1234";"11";"6";"REGULAR";"f";"2009-07-01 08:50:30.842";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507961";"02";"23189";"";"";"23661";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"235M12 4M1234";"6";"7";"REGULAR";"f";"2009-07-01 08:53:46.987";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507966";"03";"23978";"";"";"23661";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"235M12 4M1234";"6";"6";"REGULAR";"f";"2009-07-01 08:58:02.753";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507967";"04";"22907";"";"";"23661";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"235M12 4M1234";"5";"6";"REGULAR";"f";"2009-07-01 09:00:00.177";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507968";"05";"22869";"";"";"23661";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"235M12 4M1234";"6";"7";"REGULAR";"f";"2009-07-01 09:02:43.544";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507969";"06";"17424";"";"";"23661";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"235M12 4M1234";"5";"6";"REGULAR";"f";"2009-07-01 09:04:23.743";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507970";"07";"5357714";"";"";"23661";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"235M12 4M1234";"5";"6";"REGULAR";"f";"2009-07-01 09:07:38.523";"f";"";"";"CONSOLIDADA";"";"Presencial"
"57507970";"07";"5751840";"";"";"23661";"GRADUAÇÃO";"Campus Central";"HUOL";"2009";"1";"2009-02-16";"2009-07-09";"235M12 4M1234";"5";"6";"REGULAR";"f";"2009-07-01 09:07:38.523";"f";"";"";"CONSOLIDADA";"";"Presencial"
