"id_turma";"codigo_turma";"id_docente_interno";"id_docente_externo";"observacao";"id_componente_curricular";"nivel_ensino";"campus_turma";"local";"ano";"periodo";"data_inicio";"data_fim";"descricao_horario";"total_solicitacoes";"capacidade_aluno";"tipo";"distancia";"data_consolidacao";"agrupadora";"id_turma_agrupadora";"qtd_aulas_lancadas";"situacao_turma";"convenio";"modalidade_participantes";
"1176730";"01";"18780";"";"";"45085";"LATO SENSU";"";"Sala 7B5";"2012";"2";"2012-10-05";"2012-10-07";"17M2345  7T3456  6N12345";"";"50";"REGULAR";"f";"2013-02-06 09:52:06.078";"f";"";"";"CONSOLIDADA";"";"Presencial";
"1176817";"01";"5753099";"";"";"47017";"LATO SENSU";"";"CTGAS-ER";"2012";"2";"2012-07-30";"2012-08-12";"17M2345  7T3456  23456N234";"";"40";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"1176817";"01";"18679";"";"";"47017";"LATO SENSU";"";"CTGAS-ER";"2012";"2";"2012-07-30";"2012-08-12";"17M2345  7T3456  23456N234";"";"40";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"1176817";"01";"5751838";"";"";"47017";"LATO SENSU";"";"CTGAS-ER";"2012";"2";"2012-07-30";"2012-08-12";"17M2345  7T3456  23456N234";"";"40";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"1176817";"01";"5753882";"";"";"47017";"LATO SENSU";"";"CTGAS-ER";"2012";"2";"2012-07-30";"2012-08-12";"17M2345  7T3456  23456N234";"";"40";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"1176818";"01";"18422";"";"";"46459";"LATO SENSU";"";"CTGA-ER";"2012";"2";"2012-08-27";"2012-09-16";"17M2345  7T3456  23456N234";"";"40";"REGULAR";"f";"2013-02-18 21:04:55.052";"f";"";"";"CONSOLIDADA";"";"Presencial";
"1176844";"01";"5754313";"";"";"46612";"LATO SENSU";"";"ctgas-er";"2012";"2";"2012-07-02";"2012-07-15";"17M2345  7T3456  23456N234";"";"41";"REGULAR";"f";"2013-06-03 23:37:46.372";"f";"";"";"CONSOLIDADA";"";"Presencial";
"1186153";"01";"23198";"";"";"44919";"LATO SENSU";"";"MATO GRANDE";"2012";"2";"2012-07-14";"2012-07-15";"17M2345  17T123456";"";"50";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"1186154";"01";"";"51487268";"";"44918";"LATO SENSU";"";"MATO GRANDE";"2012";"2";"2012-07-28";"2012-07-29";"17M2345  17T123456";"";"50";"REGULAR";"f";"2013-01-25 15:34:27.002";"f";"";"";"CONSOLIDADA";"";"Presencial";
"1186471";"01";"5752917";"";"";"42931";"LATO SENSU";"";"ESCOLA DE MÚSICA";"2012";"2";"2012-09-17";"2012-09-21";"23456N1234";"";"20";"REGULAR";"f";"2012-12-27 19:59:49.198";"f";"";"";"CONSOLIDADA";"";"Presencial";
"1186508";"01";"5752849";"";"";"42858";"LATO SENSU";"";"NESC e Escola de Enfermagem de Natal";"2012";"2";"2012-10-15";"2012-10-19";"23456M2345  23456T2345";"";"40";"REGULAR";"f";"2012-11-23 13:06:38.191";"f";"";"";"CONSOLIDADA";"";"Presencial";
"1186508";"01";"74509";"";"";"42858";"LATO SENSU";"";"NESC e Escola de Enfermagem de Natal";"2012";"2";"2012-10-15";"2012-10-19";"23456M2345  23456T2345";"";"40";"REGULAR";"f";"2012-11-23 13:06:38.191";"f";"";"";"CONSOLIDADA";"";"Presencial";
